code,ko,대륙,상징물,카테고리,선정근거,예비1,예비2,명소,명소도시,명소등급,수도에있음,기존fact재사용,위험,상태
mw,말라위,아프리카,수평선까지 이어지는 말라위 호수 — 둥근 바위들이 놓인 흰 모래 물가와 유리처럼 맑은 물(수면 위에서 본 시점),땅과하늘,5순위 · 국기의 떠오르는 해는 일본·니제르·르완다·나미비아와 겹쳐 못 씀. 세계 어느 호수보다 물고기 종류가 많다는 점을 fact가 이미 설명함,대나무와 갈대로 엮은 말라위 호수의 큰 고기잡이 통발,은시마(옥수수 죽),"물란제산 — 평평한 초록 차밭 한가운데서 성벽처럼 곧장 솟아오른 거대한 회색 화강암 덩어리 산. 꼭대기가 여러 갈래 봉우리로 갈라져 있어 매끈한 돔(sz 시베베)도, 한 개의 기둥 바위(ng 주마)도, 식탁처럼 평평한 산(za)도 아님. 눈·연기·용암 없음(화산이 아님)",물란제,B,,커다란 말라위 호수에는 세계 어느 호수보다 많은 종류의 물고기가 살아요.,"명소는 물란제산 — 통바위산 혼동군에 추가 등록했다(9개국). ng 주마 바위와 문장이 가장 가까우니 구별점을 반드시 지킬 것: 물란제 = '꼭대기가 여러 봉우리로 갈라진 덩어리 + 발치의 평평한 차밭', 주마 = '봉우리 하나 + 사람 얼굴처럼 파인 세로 홈'. cm 상징물 카메룬산과도 '큰 산'으로 겹칠 수 있으니 물란제는 회색 화강암 벽면과 갈라진 봉우리로, 카메룬산은 검은 화산 사면으로 그려 가를 것. 말라위 호수는 상징물이므로 명소 그림에 물을 넣지 말 것. 예비1 '대나무·갈대로 엮은 고기잡이 통발'은 vn 예비2 '투옌 퉁(동그랗게 엮은 대나무 바구니 배)'과 4세에게 같은 그림이니 둘을 동시에 승격하지 말 것",final
mz,모잠비크,아프리카,두 쪽이 활짝 펼쳐진 하얀 책 한 권,만든것,1순위 · 국기에 실제로 그려진 책이고 fact가 이미 이를 설명함. 같은 국기의 AK-47은 무기 제외 6개국 규칙 대상이라 반드시 뺌,모잠비크 여성이 두르고 아기를 업는 알록달록한 '카풀라나' 천,흑단을 깎아 사람들이 층층이 이어진 모습으로 만든 마콘데 나무 조각,,,,,국기에 책이 그려져 있어요. 열심히 배우자는 뜻이 담겨 있대요.,"명소 빈칸 유지(기존 판단 유지): 모잠비크섬 옛 시가지는 식민지 유적이라 금지, 고롱고사 사파리는 아프리카 동물 소재와 겹쳐 제외. 이번 재검토에서 바자루투 제도의 흰 모래 언덕도 dz·na·mr의 사막 모래 언덕 혼동군과 4세에게 같은 그림이라 기각했고, 토푸의 고래상어는 dj 예비2와 중복이다. 상징물 프롬프트에 국기·문장 전체를 절대 부르지 말 것: 모잠비크 문장은 책·괭이·AK-47이 한 도안이라 소총이 따라온다. 펼친 책 한 권만 단독으로 그린다",final
na,나미비아,아프리카,사막에 낮게 퍼진 천년 식물 웰위치아,식물,3순위 · 나미비아 국장에 그려진 나라의 식물이고 이 사막에만 자람. 국기의 노란 해는 중복 소재라 배제,속이 빈 굵은 줄기가 위로 여러 갈래로 갈라진 나미비아 코커붐 나무,,주황 모래언덕 아래 하얀 바닥에 선 검은 고목들,소수스블레이,S,,세계에서 가장 오래된 사막으로 불리는 나미브 사막이 바다와 맞닿아 있어요.,"명소(데드블레이)는 dz 상징물·sa·mn 모래언덕과 사막 혼동군이나 '주황 모래언덕 아래 하얀 바닥에 선 검은 고목'이라는 구도로 갈린다. 예비2 나미브 주황 모래는 자기 명소와도 dz 상징물과도 겹쳐 비웠고, 예비1 오릭스는 qa 상징물 아라비아오릭스와 같은 동물이라 코커붐 나무로 교체했다(식물이라 규칙7에도 영향 없음)",final
ne,니제르,아프리카,사막에서 찾아낸 니제르사우루스 공룡 뼈,땅과하늘,5순위 · 국기의 주황 동그라미는 일본·말라위와 겹쳐 못 씀. 나라 이름이 붙은 공룡이 이 사막에서만 나와 1:1이 완벽하고 fact가 이미 설명함,,투아레그의 은 십자 장식,"쿠레의 기린 — 마른 덤불과 기장밭 사이를 걸어 다니는 옅은 모래빛 기린 서너 마리. 사막 모래 언덕이 아니라 낮은 가시나무가 흩어진 사헬 들판이고, 사파리 차·사람·울타리는 그리지 말 것",쿠레(티라베리주),B,,사하라 사막에서 니제르사우루스라는 공룡의 화석이 발견됐어요.,"명소는 쿠레의 기린. 기린 카드는 니제르 하나뿐이니 다른 나라에 기린을 주지 말 것(mr 기차와 같은 독점 규칙). 유일한 예외가 dz 명소 타실리 바위 그림 속 기린인데, 그쪽은 '바위 벽면에 납작하게 그려진 그림'이고 ne는 '들판에 서 있는 실제 동물'이므로 반드시 그렇게 갈라 그릴 것. '아프리카 일반'으로 읽히지 않도록 배경은 사바나 사파리가 아니라 사헬 덤불과 기장밭으로 그리고 모래 언덕(dz 상징물)은 금지. 상징물 니제르사우루스 뼈와는 '뼈 대 살아 있는 동물'로 갈림",final
ng,나이지리아,아프리카,크게 접어 올린 화려한 머릿수건 겔레,입는것,"4순위 · 나이지리아 사람들이 잔치 때마다 두르는 고유한 머리 장식으로, 접는 모양이 나비처럼 독특함. 국기에 사물이 없음",졸로프 라이스(빨간 밥),국화인 노란 나팔 모양 꽃,주마 바위 — 평평한 초록 들판에서 곧장 수직으로 솟은 회색 화강암 덩어리 하나. 한쪽 면에 사람 얼굴처럼 보이는 세로 홈이 길게 파였고 발치에만 나무가 둘림,수레(아부자 인근),B,,,주마 바위는 에스와티니 시베베·호주 울루루와 4세에게 같은 그림 — 셋 중 하나만 살릴 거면 울루루(호주)를 우선하고 여기는 비울 것. 겔레는 옷만 그리고 사람 얼굴은 넣지 말 것,final
rw,르완다,아프리카,숲에 앉아 있는 마운틴고릴라,동물,2순위 · 르완다가 해마다 새끼 고릴라 이름 짓기 행사를 열 만큼 나라가 스스로 내세우는 동물이고 fact가 이미 설명함,국기의 노란 해,,"천 개의 언덕 계단밭 — 둥글둥글한 초록 언덕이 꼭대기까지 폭 좁은 계단밭으로 층층이 깎여 등고선 무늬를 이루고, 밭마다 초록 빛깔이 조금씩 다름. 골짜기에 빨간 지붕 작은 집 몇 채. 화산 봉우리·돌 유적·사람은 그리지 말 것",무산제(북부주),B,,숲속에 사는 마운틴고릴라를 가까이에서 볼 수 있는 나라예요.,"명소는 천 개의 언덕 계단밭. cv 예비1 '산비탈을 층층이 깎아 만든 초록 계단밭(산투안탕섬)'과 4세에게 같은 그림이므로 새 혼동군에 함께 등록했다 — cv 예비1을 명소로 승격하지 말 것. 구별이 필요하면 rw는 '둥글둥글한 언덕이 끝없이 이어진 넓은 풍경', cv는 '칼날 능선의 좁은 비탈'. 화산 봉우리를 배경에 넣으면 화산군과 겹치므로 금지. 골짜기의 빨간 지붕 집은 몇 채만 작게 — 크게 그리면 '유럽풍 구시가지·색색 집 마을' 군(12개국)으로 읽힌다",final
sc,세이셸,아프리카,세상에서 가장 큰 씨앗 코코드메르,식물,2순위 · 세이셸이 나라의 상징으로 삼아 여권 도장에까지 쓰는 씨앗이고 fact가 이미 설명함,,세이셸 앵무,둥글둥글한 분홍 화강암 바위가 놓인 하얀 모래 해변,라디그섬,A,,세계에서 가장 큰 씨앗이 열리는 야자나무가 자라는 섬나라예요.,코코드메르 씨앗은 옆에서 보면 사람 몸을 닮았다는 말이 있음 — 반드시 위에서 본 하트 모양으로만 그릴 것,final
sd,수단,아프리카,파란 강과 하얀 강이 만나 하나가 되는 나일강,땅과하늘,5순위 · 국기에 사물이 없고 국장의 뱀잡이수리는 동물 한도에 걸림. 빛깔이 다른 두 강이 하르툼에서 만나는 모습은 수단에만 있는 그림,아라비아고무나무,누비아 흙집의 칠한 벽,"모래언덕 위에 빽빽이 늘어선, 폭이 좁고 키가 작은 메로에 피라미드 수십 기",메로에,A,,이집트보다 더 많은 피라미드가 사막에 남아 있는 나라예요.,"혼동 쌍 — 메로에 피라미드는 이집트 기자 피라미드와 4세에게 같은 그림. 반드시 '작고 좁고 여러 개가 다닥다닥'으로, 이집트는 '아주 크고 세 개'로 대비시킬 것",fixed-r1
sl,시에라리온,아프리카,"붉게 익은 기름야자 열매 송이 클로즈업 — 나무·잎 실루엣 금지, 열매 알갱이만 화면 가득",식물,"3순위 · 국장 양옆에 야자나무 두 그루가 그려져 있고, 붉은 야자 기름은 이 나라 부엌의 기본 재료. 다이아몬드는 국장에 다이아몬드가 있는 중앙아프리카공화국에 양보",,사자 모양 산줄기(나라 이름의 뜻),,,,,,"명소 빈칸 유지: 프리타운 코튼 트리는 gq 상징물 판야나무와 같은 나무이고 2023년 쓰러졌으며, 번스섬은 노예무역 유적이라 금지, 타쿠가마 침팬지는 원숭이 상징물군(bb·et·ga·mg)과 겹치고, 사자 모양 산줄기는 예비2이자 능선만으로는 형태가 읽히지 않는다. 리버넘버투 해변은 다른 하얀 모래 해변 카드와 구별되지 않는다",final
sn,세네갈,아프리카,줄기가 굵고 가지가 뿌리처럼 뻗은 바오바브나무,식물,2·3순위 · 세네갈이 나라의 나무로 정했고 국장에도 그려져 있음. 우선순위가 가장 높아 바오바브 카드는 세네갈이 가져감,유리 뒷면에 그려 색을 입힌 세네갈 민속 그림 '수웨르',,물빛이 분홍인 레트바 호수,다카르 인근,S,,,고레섬은 노예무역 유적이라 금지 소재. 바오바브는 마다가스카르 명소와 겹치므로 마다가스카르는 칭기로 돌림,final
so,소말리아,아프리카,등에 혹이 하나 있는 낙타,동물,"4순위 · 세계에서 낙타가 가장 많은 나라로, 젖과 이동을 모두 낙타에 기대어 사는 일상 그 자체. fact가 이미 설명함",유향나무의 향기 나는 수지,국기의 하얀 별,,,,,"낙타가 세계에서 가장 많이 살고, 해안선도 아주 길게 뻗어 있어요.","명소 빈칸 유지: 라스 겔 암각화는 분쟁국 문화재 기준으로 보류했고, 같은 '바위에 그린 옛 그림' 형태를 이번에 dz 타실리가 가져갔으므로 중복이기도 하다. 유향나무 수지는 예비1, 베르베라·모가디슈 해안은 다른 해변 카드와 구별되지 않으며 낙타는 상징물이다",final
ss,남수단,아프리카,부채처럼 퍼진 수드 습지의 파피루스 풀,식물,5순위 · 국기에 사물이 없고 국장의 물수리는 잠비아 국기와 겹침. 세계에서 가장 넓은 축에 드는 습지를 뒤덮은 풀이라 남수단 땅 그 자체,,뿔이 아주 긴 앙콜레 소,"보마 평원의 흰귀코브 대이동 — 지평선까지 이어지는 마른 초원을 작은 영양 수만 마리가 같은 방향으로 점점이 메우며 걸어감. 한 마리를 크게 그리지 말고 무리 전체를 멀리서 잡을 것(ke 나쿠루의 분홍 플라밍고 카드와 같은 '무리로 덮인 땅' 구도, 색은 황토빛)",보마 국립공원(종글레이주),B,,,"명소는 보마 평원의 흰귀코브 대이동. ss는 이미 '뿔 달린 큰 초식동물·소' 상징물 혼동군에 들어 있으므로 군 추가는 필요 없으나, ao 상징물(자이언트세이블영양 한 마리)과 같은 판에 내지 말 것 — 이미 같은 군이라 자동 배제된다. 그림은 반드시 '멀리서 본 무리', 한 마리 클로즈업 금지. 색은 황토빛으로 ke 나쿠루의 분홍 플라밍고와 갈 것. 예비2 앙콜레 소와도 구도로 갈린다",final
st,상투메프린시페,아프리카,정글 위로 바늘처럼 솟은 칸그란데 바위,땅과하늘,5순위 · 국기의 별 두 개는 중복 소재이고 국장의 앵무새는 동물 한도에 걸림. 초록 숲 위로 곧게 선 돌기둥은 이 섬에만 있는 형태,아프리카회색앵무(국장 요소),,,,,,,"명소 빈칸 유지: 로사(옛 농장 저택)는 식민지 유적이라 금지, 롤라스섬 적도 표지석은 기념비 금지, 보카 두 인페르누의 물기둥은 to 마푸아·ws 토수아 블로우홀군과 중복, 라고아 아줄의 바오바브는 굵은 줄기 큰 나무 상징물군(bz·gq·lb·na·sn·ye)과 겹친다. 상징물 칸그란데 바위가 이미 이 섬의 유일무이한 형태를 가져갔다",final
sz,에스와티니,아프리카,풀을 엮어 만든 벌집 모양 둥근 집,만든것,4순위 · 이 나라 사람들이 실제로 지어 사는 전통 집. 국기의 방패와 창은 무기 인상이 있어 상징물에서 제외,움흘랑가 축제의 갈대 다발,응구니 소,"시베베 바위 — 초록 숲 언덕 위에 얹힌, 붉은빛 도는 매끈하고 둥근 화강암 돔. 모서리 없이 한 덩어리가 완만하게 부풀어 오른 모양",음발라네,B,,,시베베 바위는 호주 울루루와 4세에게 사실상 같은 그림 — 호주를 캥거루로 가면 해소되지만 울루루를 쓸 거면 여기는 명소를 비울 것,final
td,차드,아프리카,사막에 다리처럼 걸린 엔네디의 돌 아치,땅과하늘,5순위 · 국기에 사물이 없고 국장의 사자·염소는 다른 나라와 겹침. 모래 위에 자연이 만든 돌다리는 차드에만 있는 형태,하마(차드호),염소(국장 요소),모래 한가운데 빛깔이 다른 우니앙가 호수들,우니앙가(엔네디),A,,,사막 소재가 두 개라 알제리 모래 언덕과 섞이지 않게 — 차드 쪽은 검은 바위가 주인공이 되도록 할 것,fixed-r1
tg,토고,아프리카,진흙으로 빚은 작은 성 같은 이층 흙집,만든것,4순위 · 바탐마리바 사람들이 지어 사는 타킨타 흙집. 유네스코에 오른 쿠타말라쿠가 토고 땅이라 이 소재는 토고가 가져가고 베냉은 파인애플로 돌림,얌을 절구에 찧어 만든 푸푸,국기 왼쪽 위의 하얀 별,,,,,,"명소 빈칸 유지: 대표 유산 쿠타말라쿠(타킨타 흙집)는 이미 상징물이 가져갔고, 로메 대시장은 알록달록 무늬 천 상징물군(cg 추가로 10개국)과 충돌하며 물신시장은 종교 금지 대상이다. 워메 폭포는 폭포군 포화(12개국), 토고 호수는 다른 호수 카드와 구별되지 않고, 미사회에의 나비는 mx 상징물 제왕나비와 겹친다",final
tn,튀니지,아프리카,하얗고 작은 재스민 꽃송이,식물,2순위 · 튀니지가 나라의 꽃으로 삼아 '재스민의 나라'라 불림. 국기의 초승달·별은 알제리·리비아·모리타니와 겹쳐 배제,하리사(빨간 고추 양념),,땅을 파 내려가 만든 마트마타의 굴집,마트마타,A,,튀니지의 사하라 사막에서는 영화 스타워즈의 사막 장면을 찍었어요.,시디부사이드 파란 마을은 모로코 쉐프샤우엔과 같은 그림이라 명소에서 뺌. 재스민 꽃은 작아서 4세 구별이 약하니 명소를 함께 쓰는 편이 좋음,final
tz,탄자니아,아프리카,이 나라에서만 나오는 파란 보석 탄자나이트,땅과하늘,5순위 · 국기에 사물이 없음. 보석 이름에 나라 이름이 그대로 들어 있고 세계에서 이곳 한 군데서만 나와 1:1이 완벽함,잔지바르의 놋못 박힌 조각 나무 문,정향(향신료),꼭대기에 눈이 쌓인 킬리만자로산,모시,S,,탄자니아에는 아프리카에서 가장 높은 킬리만자로산이 우뚝 솟아 있어요.,"중앙아프리카공화국 다이아몬드와 '보석'으로 묶임 — 탄자나이트는 진한 파랑, 다이아몬드는 무색으로 색을 갈라 그릴 것. 마사이 소재는 케냐가 가져갔으므로 여기서 쓰지 말 것",fixed-r1
ug,우간다,아프리카,머리에 금빛 깃털 왕관을 인 왕관두루미,동물,1순위 · 국기 한가운데 하얀 원 안에 실제로 그려진 새. flagHint도 '하얀 원에 새'라고 말함,,달걀부침을 밀전병에 돌돌 말아 싼 우간다 길거리 음식,"머치슨 폭포 — 나일강 전체가 폭 7미터짜리 좁은 바위 틈으로 쑤셔 들어가 하얀 물기둥이 되어 대포처럼 터져 나오는 폭포. 넓은 물 커튼(zm)·두 줄기(gh)·바다로 떨어짐(cm)·여러 갈래(ga)·석회암 계단(jm)이 아니라 '좁은 틈에서 한 덩어리로 뿜어 나옴'. 양옆은 검은 바위 절벽, 다리·사람·배 없음",파라(머치슨폴스 국립공원),A,,,"명소는 머치슨 폭포 — 폭포 혼동군에 추가 등록했다(군 규모 12개국). 반드시 '폭 7m 바위 틈 + 터져 나오는 흰 물덩어리'로 그려 zm·gh·cm·ga·jm·hr·la·no·ve와 갈 것, 넓게 퍼지는 커튼 구도는 금지. 고릴라는 rw 상징물이므로 우간다 카드에 넣지 말 것. 적도 기념탑은 기념비 금지 규칙으로 제외(기존 메모 유지), 카수비 왕릉은 무덤 + 둥근 전통 가옥 상징물군이라 제외",final
za,남아프리카공화국,아프리카,왕관처럼 활짝 벌어진 분홍 킹프로테아,식물,2순위 · 남아공이 공식 국화로 정한 꽃이고 국가대표 별명도 여기서 옴. 사파리 동물로 가면 케냐·보츠와나와 뭉뚱그려지므로 피함,스프링복(국가 지정 동물),,위가 식탁처럼 평평한 테이블마운틴,케이프타운,S,,,fact가 사자·코끼리·코뿔소를 말하지만 상징물은 꽃으로 잡아 아프리카 동물 편중을 막음 — 그래서 새 음원이 필요함,final
zm,잠비아,아프리카,국기에 그려진 날개 편 아프리카물수리,동물,1순위 · 국기 오른쪽 위에 실제로 그려진 주황 독수리. flagHint도 '주황 독수리'라고 말함,구리 광석,,폭이 넓게 쏟아지는 빅토리아 폭포,리빙스턴,S,,잠비아와 이웃 나라 사이에는 거대한 빅토리아 폭포가 쏟아져요.,빅토리아 폭포는 짐바브웨와 공유 — 짐바브웨 명소를 그레이트 짐바브웨 유적으로 잡아 겹침을 막음. 우간다 왕관두루미와 새가 겹치니 이쪽은 흰 머리·날개 편 모습으로 그릴 것,final
zw,짐바브웨,아프리카,활석으로 깎은 짐바브웨 새 조각상,만든것,"1순위 · 국기 왼쪽 삼각형에 실제로 그려진 활석 조각상으로, 옛 짐바브웨 유적에서 나온 나라의 표장. 살아 있는 동물이 아니라 돌 조각이라 '만든것'",그레이트 짐바브웨의 돌담,짐바브웨 국화 '불꽃 백합' — 꽃잎이 뒤로 젖혀진 빨강·노랑 꽃,바위 위에 바위가 아슬아슬하게 얹힌 발라윙 균형 바위,에푸웨,A,,짐바브웨에는 돌을 쌓아 만든 아주 오래된 성벽 유적이 남아 있어요.,상징물과 명소가 같은 유적에서 나와 이야기가 이어짐 — 오히려 도감 카드에서는 장점. 새 조각이 우간다·잠비아의 진짜 새와 섞이지 않게 '돌로 만든 것'임을 회색 질감으로 보여 줄 것,final
ag,앤티가바부다,북아메리카,앤티가 블랙 파인애플,먹을거리,3순위 · 국장 맨 위에 얹혀 있는 파인애플이자 나라가 정한 국가 과일 '앤티가 블랙 파인애플',,국기 속 떠오르는 노란 해,"파도가 뚫은 바닷가 돌다리 '악마의 다리' — 파도 위에 걸린 돌다리 실루엣만, 구멍에서 솟는 물보라는 그리지 않음",윌리코이 베이(세인트필립),B,,,"명소 셀에 섞여 있던 편집 지시문을 제 칸으로 옮겼다. 악마의 다리는 to 마푸아·ws 토수아와 갈리도록 '구멍에서 솟는 물보라'를 금지하고 파도 위에 걸린 돌다리 실루엣만 그린다. 예비1 군함조는 ki 상징물(국기 근거)과 같은 새라 비웠고, 남은 예비2(국기 속 떠오르는 해)는 ar 상징물 '5월의 태양'과 해 혼동군이라 승격 시 재검토가 필요하다",final
bb,바베이도스,북아메리카,바다 위를 나는 날치,동물,4순위 · 무기 제외 6개국(삼지창)에 해당해 국기 요소를 못 쓰므로 대체. 바베이도스는 '날치의 땅'으로 불리고 국민 음식·동전에도 날치가 들어감,'프라이드 오브 바베이도스'(빨강노랑 국화),초록 버빗원숭이,고드름 같은 돌이 매달린 해리슨 동굴,세인트토머스,B,,바베이도스를 대표하는 음식은 바다 위를 나는 날치 요리예요.,규칙 3에 따라 국기의 검은 삼지창은 상징물에서 제외함(국기 이미지 자체는 그대로 둠). 해리슨 동굴은 4세에게 '그냥 동굴'이라 명소 비움,final
bs,바하마,북아메리카,분홍 홍학,동물,2순위 · 공식 지정 국조인 카리브 홍학. 나라가 스스로 고른 새이고 4세가 색만으로 즉시 알아봄,바다에서 헤엄치는 돼지,소라고둥(국장 요소이자 국민 음식),,,,,,명소 빈칸 유지 사유 1줄 기재(A3 문안),fixed-r1
bz,벨리즈,북아메리카,잎이 무성하게 퍼진 큰 마호가니 나무,식물,1순위 · 국기 흰 원 안에 실제로 그려진 마호가니 나무이자 공식 국목,베어드맥(타피르) — 코가 짧은 주둥이처럼 늘어진 벨리즈 국가 동물,,그레이트 블루홀(바다 한가운데 동그란 파란 구멍),벨리즈시티 앞바다(라이트하우스 리프),S,,벨리즈 바다에는 '그레이트 블루홀'이라는 커다란 파란 구멍이 있어요.,명소가 S급이라 상징물이 마호가니 나무여도 카드는 성립한다. 상징물은 국기 문장 전체를 참조하지 말 것 — 벨리즈 문장에는 도끼·톱을 든 사람 둘이 있다(규칙3·4). 예비1 큰부리새(투칸)는 br 상징물과 같은 새라 베어드맥으로 교체했고 예비2 재규어는 gy 예비2와 문자 동일이라 비웠다 — '인지력만 보면 투칸이 우세하니 뒤집어도 규칙 위반 아님'이라는 옛 메모는 폐기한다,final
ca,캐나다,북아메리카,빨간 단풍잎,식물,1순위 · 국기 한가운데에 그려진 단풍잎. 나라가 스스로 고른 것의 교과서적 사례,비버(공식 국가 동물),캐나다기러기,옐로나이프 밤하늘에 흐르는 초록 오로라,옐로나이프,A,,"캐나다는 세계에서 호수가 가장 많은 나라이고, 단풍잎이 상징이에요.","혼동 쌍 — 이과수 폭포(아르헨티나·브라질), 빅토리아 폭포(잠비아·짐바브웨)와 4세에겐 사실상 같은 그림. 또 나이아가라는 미국과 국경을 나눠 쓰므로 미국 카드에는 절대 폭포를 넣지 말 것. CN타워는 현대 건축 저작권+4세 인지 불가로 제외",fixed-r1
cr,코스타리카,북아메리카,나무에 매달린 나무늘보,동물,2순위 · 2021년 법으로 국가 상징(national symbol)으로 공식 지정된 나무늘보. '유명해서'가 아니라 나라가 법으로 정한 것,화려하게 색칠한 소달구지 '카레타'(국가 상징·무형유산),케찰과 화려한 열대 새,아레날 화산 — 밑변부터 꼭대기까지 자로 잰 듯 매끈한 원뿔 삼각형 산. 꼭대기에서는 불이 아니라 하얀 김만 피어오르고 발치는 짙은 초록 열대우림,라포르투나(아레날),B,,"코스타리카에는 군대가 없고, 나무늘보와 화려한 새들이 숲에 살아요.",아레날은 엘살바도르 산타아나·니카라과 오메테페와 '화산' 혼동군 — 결정 A에 따라 셋 다 그리되 아레날(불 없이 하얀 김만 나는 매끈한 원뿔)/산타아나(꼭대기 청록 분화구 호수)/오메테페(호수 위 원뿔 둘)로 갈라 못박고 quiz.js에서 같은 판 배제. 콩고 니라공고·바누아투 야수르의 '빨간 불'은 코스타리카에 쓰지 않음,final
cu,쿠바,북아메리카,알록달록한 옛날 자동차,만든것,4순위 · 쿠바 사람이 지금도 매일 타고 다니는 1950년대 올드카. 세계에서 쿠바와 1:1로 묶이는 몇 안 되는 탈것,,토코로로(국기와 같은 색 깃털을 가진 국조),,,,,쿠바에서는 60년도 더 된 옛날 자동차들이 아직도 거리를 달려요.,명소 빈칸 유지 사유 1줄 기재(A3 문안),final
dm,도미니카연방,북아메리카,보라색 시세루 앵무,동물,1순위 · 국기 한가운데 빨간 원 안에 그려진 시세루 앵무. 세계에서 앵무새가 국기에 들어간 유일한 나라,,초록 십자 무늬 국기,부글부글 끓는 호수,로조 근교(모른트르와피통 국립공원),B,,도미니카연방의 산속에는 물이 펄펄 끓는 신기한 호수가 있어요.,앵무새 3중복(도미니카연방·온두라스·세인트루시아) 중 국기에 실제로 그려진 이 나라가 1순위로 가져감. 나머지 둘은 예비로 밀었음,final
do,도미니카공화국,북아메리카,야구 글러브와 공,만든것,"5순위 · 위 네 단계가 모두 막힌 경우. 국기 방패는 성경·십자가라 종교 근접 금지, 국조 시구아는 4세 인지 불가. 라리마르는 세계에서 오직 이 나라 바오루코 산에서만 나는 돌이라 1:1이 완벽",하늘빛 라리마 — 도미니카공화국에서만 나는 바다색 돌,메렝게 북 '타보라',,,,,,명소 빈칸 유지 사유 1줄 기재(A3 문안),final
gd,그레나다,북아메리카,육두구 열매,먹을거리,1순위 · 국기 왼쪽 초록 삼각형에 실제로 그려진 육두구. 국기 요소이면서 동시에 나라 별명('향신료의 섬')의 근거,국기 테두리의 노란 별 일곱 개,국화 부겐빌레아,,,,,그레나다는 향신료 육두구가 많이 나서 '향신료의 섬'이라고 불려요.,"명소 빈칸 유지 사유 1줄 기재(A3 문안, '규칙4'는 '규칙3(저작권)'으로 정정)",fixed-r1
gt,과테말라,북아메리카,케찰(긴 꼬리 깃털을 늘어뜨린 초록 새),동물,1순위 · 국기 문장 꼭대기에 그려진 새이자 공식 국조. 돈 이름까지 '케찰'이라 나라가 스스로 고른 것이 삼중으로 확인됨,우이필(여성이 입는 화려한 손짜기 옷),알록달록한 마야 옥수수,초록 정글 지붕을 뚫고 솟은 티칼의 회색 계단 신전 — 나무 우듬지와 앵무 떼가 함께 보이게,페텐 정글(플로레스),A,,과테말라 정글에는 마야 사람들이 세운 커다란 피라미드가 남아 있어요.,"혼동 쌍 — 멕시코 치첸이트사와 4세에겐 같은 '계단 피라미드'. 티칼은 좁고 가파르며 정글 나무 위로 솟아 있고, 치첸이트사는 넓고 낮은 사각형이라는 점을 그림 프롬프트에서 반드시 분리할 것. 예비 1번(우이필)은 '입는것' 카테고리 보강용",fixed-r1
hn,온두라스,북아메리카,흰꼬리사슴 — 1993년 지정된 온두라스 공식 국가 동물,동물,2순위 · 1969년 공식 국화로 지정된 난초. 원래 1순위 후보였던 스칼렛 마코는 앵무새 중복으로 예비로 밀었음,빨간 금강앵무 스칼렛 마코(공식 국조),온두라스 소나무(국목),코판의 마야 석비(돌에 사람 얼굴을 새긴 기둥),코판루이나스,B,,온두라스에는 마야 사람들이 돌에 글자를 새겨 놓은 오래된 도시가 있어요.,앵무새 3중복 때문에 국조를 못 쓴 케이스 — 도미니카연방이 국기(1순위)로 가져감. 명소는 과테말라 티칼·멕시코 치첸이트사와 같은 마야 계열이지만 '피라미드'가 아니라 '얼굴 새긴 돌기둥'으로 그리면 구별됨,fixed-r1
ht,아이티,북아메리카,잎이 부챗살처럼 펼쳐진 큰 야자나무,식물,1순위 · 국기 하얀 네모 안 문장 한가운데에 실제로 그려진 야자나무,타프타프(온몸을 그림으로 칠한 알록달록 버스),아이티 금속 오려내기 공예,,,,,,명소 빈칸 유지: 시타델 라페리에르는 규칙6(성·요새 혼동군)으로 제외. '군사'를 사유로 쓰지 않는다 — 규칙5의 금지 대상은 군인(사람)이다. 바생블뢰·소드단은 폭포·물웅덩이 중복.,final
jm,자메이카,북아메리카,닥터버드(꼬리 깃 두 가닥이 긴 벌새),동물,2순위 · 공식 국조이자 자메이카에만 사는 고유종. fact의 달리기 선수는 실존 인물 금지 규칙에 걸려 쓸 수 없음,"아키 열매(국가 과일, 국민 음식 재료)",,"던스리버 폭포 — 넓적한 석회암 계단 바위를 하얗게 한 칸씩 밟고 내려와 그대로 모래 해변과 바다로 이어지는 낮고 넓은 폭포. 양옆은 짙은 초록 정글, 사람은 그리지 않음",오초리오스,B,,,던스리버 폭포는 폭포 혼동군(zm·hr·cm·ve·la·gh·ao)이나 결정 A에 따라 그리되 '넓적한 계단 바위를 밟고 내려와 그대로 바다로 이어지는 낮고 넓은 폭포'로 못박고 quiz.js에서 같은 판 배제 — cm 로베(절벽에서 부채처럼 직행)와 가장 가깝다. fact가 실존 인물(육상 선수)이라 음원 재사용이 불가해 새 음원이 필요하다. 예비2 블루마운틴 커피는 et 상징물과 겹쳐 비웠다,final
kn,세인트키츠네비스,북아메리카,봉황목 꽃(온 가지가 새빨간 꽃나무),식물,2순위 · 공식 지정 국화 포인시아나(플랑부아양). 국조 갈색펠리컨은 동물 쏠림을 피하려 예비로 내림,갈색펠리컨(국조·국장 요소),,,,,,,"명소 빈칸 유지: 브림스톤힐 요새는 규칙6(성·요새 혼동군 — '돌로 된 네모난 큰 집')으로 제외. '군사 시설'을 사유로 쓰지 않는다 — 규칙5가 금지하는 것은 '군인'(사람)이지 사람 없는 건물이 아니다. 네비스 피크는 원뿔 화산 중복, 사탕수수 열차는 식민 농장 서사 근접.",final
